question_topic_name,question_grade,question_term,question_unit,question_type1,question_type2,question_filename,question_dataset,question_text
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_32807.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52222.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37158.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_34620.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52174.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37780.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53727.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52088.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_53255.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25217.png,1,
각도를 어림하고 각도기로 재어 확인하기,P4,1,02,1,0,P4_1_02_00043_37234.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_31109.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_30339.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28084.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35030.png,1,
정삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37518.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_28340.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00042_31015.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_28361.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53803.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25230.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_00043.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_98920.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00042_92495.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28444.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00043_53341.png,1,
삼각형의 변의 길이에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37859.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52338.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_31106.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_25382.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_34648.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_00014.png,1,
직사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54310.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00043_53395.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54198.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_83456.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25454.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37756.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52320.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53763.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53879.png,1,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_00043_37278.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28380.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35038.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52050.png,1,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_00043_37643.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_51972.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25182.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00043_53292.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25531.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00042_54097.png,1,
직사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54359.png,1,
삼각형의 세 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_00043_37328.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00043_53287.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_31050.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36880.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_55769.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00043_53300.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37183.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_25537.png,1,
평행사변형 알아보기,P4,2,04,1,0,P4_2_04_00042_56718.png,1,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_00043_37891.png,1,
평행사변형 알아보기,P4,2,04,1,0,P4_2_04_00043_54016.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_28771.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54216.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25169.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37563.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37727.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52323.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_56737.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_30373.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36767.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00042_84292.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54208.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37156.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_28706.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00043_34956.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35037.png,1,
둔각삼각형 알아보기,P4,2,02,1,0,P4_2_02_00042_28761.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25238.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53463.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25525.png,1,
주어진 거리의 평행선 긋기,P4,2,04,1,0,P4_2_04_00044_36789.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37164.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_30234.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_34621.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_56734.png,1,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_00043_37881.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_92930.png,1,
마름모 알아보기,P4,2,04,1,0,P4_2_04_00043_54123.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51929.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_32781.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53632.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53738.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53849.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_55777.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00043_37219.png,1,
정삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37499.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00043_53344.png,1,
이등변삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37531.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_92821.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_32790.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_30142.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00043_34974.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51977.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00043_53278.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_28057.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00042_56680.png,1,
각도를 어림하고 각도기로 재어 확인하기,P4,1,02,1,0,P4_1_02_00043_37242.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_30094.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00043_37230.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_28345.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53959.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_83944.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25279.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00043_34945.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35069.png,1,
주어진 거리의 평행선 긋기,P4,2,04,1,0,P4_2_04_00044_36794.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51980.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37160.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36873.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28384.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54215.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53582.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53886.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_92942.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_25377.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37827.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_51911.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53776.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_51999.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53497.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_56733.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_99038.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_29669.png,1,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_00042_30159.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00042_55725.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00042_55804.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_28776.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00042_92518.png,1,
이등변삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_00043_37617.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_52596.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53650.png,1,
평행사변형 알아보기,P4,2,04,1,0,P4_2_04_00042_56721.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_53240.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00043_37802.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53701.png,1,
정사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_88355.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00042_30118.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53901.png,1,
삼각형의 변의 길이에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37838.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_54190.png,1,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_00042_28067.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_30389.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52215.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37127.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_32793.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_31012.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_55036.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54105.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52052.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52125.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52403.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51969.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_25379.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37173.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_99026.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53887.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00042_92191.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36866.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25522.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00042_55711.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00042_28196.png,1,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_00043_37665.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00042_25443.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52176.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52126.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53872.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_28412.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_54180.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35059.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53969.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00042_25132.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00043_37093.png,1,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_00043_37288.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_93027.png,1,
원의 반지름과 지름 알아보기,P3,2,03,1,0,P3_2_03_00043_53310.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_53262.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54226.png,1,
평행사변형 알아보기,P4,2,04,1,0,P4_2_04_00042_55755.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35139.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52294.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_32752.png,1,
삼각형의 변의 길이에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37854.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53987.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37432.png,1,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_00042_30134.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25146.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53913.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_28325.png,1,
사각형의 네 각의 크기의 합 구하기,P4,1,02,1,0,P4_1_02_00043_37417.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00043_53336.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52058.png,1,
정사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35163.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53500.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_53351.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25143.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37469.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_52594.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25177.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53968.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_53337.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36901.png,1,
삼각자와 각도기를 이용한 수선 긋기,P4,2,04,1,0,P4_2_04_00043_51943.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00043_52404.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37143.png,1,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_00042_28220.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53821.png,1,
각도를 나타내는 단위 알아보기,P4,1,02,1,0,P4_1_02_00042_83887.png,1,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_00043_37894.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_34991.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25451.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37726.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_00015.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_88352.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54117.png,1,
평행사변형 알아보기,P4,2,04,1,0,P4_2_04_00043_54029.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37433.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37824.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25148.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_25108.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52180.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00043_35104.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00042_56700.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25176.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00042_56787.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_28305.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_25507.png,1,
평행사변형 알아보기,P4,2,04,1,0,P4_2_04_00042_55734.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54178.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53990.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00043_34932.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00041_76038.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53942.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_34862.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_35507.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54183.png,1,
각도의 합 또는 차의 활용,P4,1,02,1,0,P4_1_02_00042_28005.png,1,
직사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_93062.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_56732.png,1,
평행사변형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_55751.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_28163.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_51868.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_32768.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00042_92494.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_92510.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_28152.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00042_31007.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37151.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53954.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_51995.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_28103.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_99997.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_30356.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_98930.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53631.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_99040.png,1,
정삼각형의 성질 알아보기,P4,2,02,1,0,P4_2_02_00043_37679.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00043_00001.png,1,
삼각형을 각의 크기에 따라 분류하기,P4,2,02,1,0,P4_2_02_00042_28736.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53574.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37330.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00043_37220.png,1,
직사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54357.png,1,
평행 알아보기,P4,2,04,1,0,P4_2_04_00043_52016.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37131.png,1,
각도를 나타내는 단위 알아보기,P4,1,02,1,0,P4_1_02_00042_28137.png,1,
지름의 성질 알아보기,P3,2,03,1,0,P3_2_03_00043_53729.png,1,
마름모의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_55772.png,1,
평행사변형 알아보기,P4,2,04,1,0,P4_2_04_00043_54372.png,1,
정삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37498.png,1,
사다리꼴 알아보기,P4,2,04,1,0,P4_2_04_00043_53973.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_25396.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00043_53401.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_31091.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00042_32780.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00042_25128.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00043_53364.png,1,
정사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00042_92178.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_28129.png,1,
직사각형의 특징 알아보기,P3,1,02,1,0,P3_1_02_00042_25180.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_51921.png,1,
각도기와 자를 이용하여 각 그리기,P4,1,02,1,0,P4_1_02_00042_28197.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00043_54336.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00042_28686.png,1,
직사각형과 정사각형의 성질 활용,P4,2,04,1,0,P4_2_04_00043_54296.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00043_37068.png,1,
직각삼각형 알아보기,P3,1,02,1,0,P3_1_02_00043_35044.png,1,
마름모 알아보기,P4,2,04,1,0,P4_2_04_00043_54132.png,1,
예각과 둔각 알아보기,P4,1,02,1,0,P4_1_02_00043_37723.png,1,
두 각도의 차 구하기,P4,1,02,1,0,P4_1_02_00042_30147.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53897.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_32746.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00042_54165.png,1,
원 그리기,P3,2,03,1,0,P3_2_03_00042_93022.png,1,
직선 알아보기,P3,1,02,1,0,P3_1_02_00043_35506.png,1,
수직,P4,2,04,1,0,P4_2_04_00043_52197.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53841.png,1,
각 알아보기,P3,1,02,1,0,P3_1_02_00042_25406.png,1,
사각형의 나머지 한 각의 크기,P4,1,02,1,0,P4_1_02_00042_33196.png,1,
각도기를 이용하여 각도 재기,P4,1,02,1,0,P4_1_02_00042_28161.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00042_30081.png,1,
삼각자를 사용하여 평행선 긋기,P4,2,04,1,0,P4_2_04_00042_55705.png,1,
원을 이용하여 여러 가지 모양 그리기,P3,2,03,1,0,P3_2_03_00043_53769.png,1,
정삼각형 알아보기,P4,2,02,1,0,P4_2_02_00043_37551.png,1,
정사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54338.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00042_28296.png,1,
삼각형의 변의 길이에 따라 분류하기,P4,2,02,1,0,P4_2_02_00043_37542.png,1,
각의 크기 비교하기,P4,1,02,1,0,P4_1_02_00042_30075.png,1,
직각 알아보기,P3,1,02,1,0,P3_1_02_00043_00019.png,1,
평행선 사이의 거리 알아보기,P4,2,04,1,0,P4_2_04_00044_36892.png,1,
삼각형에서 나머지 한 각의 크기 구하기,P4,1,02,1,0,P4_1_02_00043_37736.png,1,
정사각형의 성질 알아보기,P4,2,04,1,0,P4_2_04_00043_54268.png,1,
