{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51983.png'}
{'question_topic_name': '각을 이용하여 이등변삼각형 그리기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37495.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51908.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51982.png'}
{'question_topic_name': '이등변삼각형 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37675.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35121.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53795.png'}
{'question_topic_name': '정삼각형 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37519.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51992.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53378.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52205.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53510.png'}
{'question_topic_name': '각도기를 이용하여 각도 재기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_27967.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53903.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53816.png'}
{'question_topic_name': '삼각형을 각의 크기에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37470.png'}
{'question_topic_name': '삼각형에서 나머지 한 각의 크기 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_98924.png'}
{'question_topic_name': '직각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35002.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37810.png'}
{'question_topic_name': '각도기를 이용하여 각도 재기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37078.png'}
{'question_topic_name': '각도기를 이용하여 각도 재기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28116.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00042_54167.png'}
{'question_topic_name': '사다리꼴 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_53946.png'}
{'question_topic_name': '둔각삼각형 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00042_30368.png'}
{'question_topic_name': '원의 반지름과 지름 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00042_53229.png'}
{'question_topic_name': '사각형의 네 각의 크기의 합 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37673.png'}
{'question_topic_name': '삼각형에서 나머지 한 각의 크기 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37371.png'}
{'question_topic_name': '각의 크기 비교하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37071.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35085.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P3_1_02_00043_34696.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25179.png'}
{'question_topic_name': '삼각형에서 나머지 한 각의 크기 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37341.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37797.png'}
{'question_topic_name': '각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25357.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52299.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53594.png'}
{'question_topic_name': '직선 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34622.png'}
{'question_topic_name': '이등변삼각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37875.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_33192.png'}
{'question_topic_name': '삼각자와 각도기를 이용한 수선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51928.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00042_92589.png'}
{'question_topic_name': '삼각자를 사용하여 평행선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52393.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51886.png'}
{'question_topic_name': '직각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_83846.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37729.png'}
{'question_topic_name': '각도기를 이용하여 각도 재기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28133.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_00464.png'}
{'question_topic_name': '각도기를 이용하여 각도 재기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P4_1_02_00042_28135.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53853.png'}
{'question_topic_name': '마름모의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_57546.png'}
{'question_topic_name': '직각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_32755.png'}
{'question_topic_name': '마름모의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_56768.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51896.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52351.png'}
{'question_topic_name': '직사각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54278.png'}
{'question_topic_name': '각도기와 자를 이용하여 각 그리기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28184.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_56720.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53900.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52361.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_55762.png'}
{'question_topic_name': '평행선 사이의 거리 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00044_36877.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_56729.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25518.png'}
{'question_topic_name': '마름모의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54171.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25681.png'}
{'question_topic_name': '삼각형에서 나머지 한 각의 크기 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30154.png'}
{'question_topic_name': '삼각자를 사용하여 평행선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52091.png'}
{'question_topic_name': '삼각형을 각의 크기에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P4_2_02_00042_28765.png'}
{'question_topic_name': '사각형의 네 각의 크기의 합 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37671.png'}
{'question_topic_name': '직사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P3_1_02_00042_25193.png'}
{'question_topic_name': '삼각형을 각의 크기에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00042_28752.png'}
{'question_topic_name': '각도기와 자를 이용하여 각 그리기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30129.png'}
{'question_topic_name': '사다리꼴 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P4_2_04_00043_53948.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53343.png'}
{'question_topic_name': '직선 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34631.png'}
{'question_topic_name': '각도를 나타내는 단위 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37652.png'}
{'question_topic_name': '직선 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34628.png'}
{'question_topic_name': '삼각자와 각도기를 이용한 수선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52244.png'}
{'question_topic_name': '삼각형의 변의 길이에 따라 분류하기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37834.png'}
{'question_topic_name': '각도기와 자를 이용하여 각 그리기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28188.png'}
{'question_topic_name': '두 각도의 차 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P4_1_02_00043_37314.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52017.png'}
{'question_topic_name': '이등변삼각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37871.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52208.png'}
{'question_topic_name': '마름모의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54205.png'}
{'question_topic_name': '직각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25133.png'}
{'question_topic_name': '원 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53388.png'}
{'question_topic_name': '이등변삼각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37885.png'}
{'question_topic_name': '평행사변형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_55735.png'}
{'question_topic_name': '사다리꼴 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_92493.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_32798.png'}
{'question_topic_name': '직사각형과 정사각형의 성질 활용', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_56790.png'}
{'question_topic_name': '삼각형에서 나머지 한 각의 크기 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37367.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53462.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53470.png'}
{'question_topic_name': '각도를 나타내는 단위 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30108.png'}
{'question_topic_name': '직각삼각형 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25158.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52328.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 2, 'question_filename': 'P3_1_02_00043_34704.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25213.png'}
{'question_topic_name': '각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_34938.png'}
{'question_topic_name': '원을 이용하여 여러 가지 모양 그리기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00042_54191.png'}
{'question_topic_name': '직각삼각형 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25161.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53455.png'}
{'question_topic_name': '직각삼각형 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_32771.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30351.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37154.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37728.png'}
{'question_topic_name': '각도기를 이용하여 각도 재기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37910.png'}
{'question_topic_name': '수직', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51919.png'}
{'question_topic_name': '평행 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52037.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30208.png'}
{'question_topic_name': '각도를 어림하고 각도기로 재어 확인하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37250.png'}
{'question_topic_name': '직각삼각형 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35043.png'}
{'question_topic_name': '직각삼각형 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35035.png'}
{'question_topic_name': '삼각자를 사용하여 평행선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52114.png'}
{'question_topic_name': '삼각형의 세 각의 크기의 합 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37334.png'}
{'question_topic_name': '사각형의 네 각의 크기의 합 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37403.png'}
{'question_topic_name': '각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_84230.png'}
{'question_topic_name': '지름의 성질 알아보기', 'question_grade': 'P3', 'question_term': 2, 'question_unit': '03', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_2_03_00043_53492.png'}
{'question_topic_name': '이등변삼각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_02_00043_37624.png'}
{'question_topic_name': '삼각자를 사용하여 평행선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_52087.png'}
{'question_topic_name': '직사각형과 정사각형의 성질 활용', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54365.png'}
{'question_topic_name': '정사각형의 특징 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00043_35186.png'}
{'question_topic_name': '직각삼각형 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25409.png'}
{'question_topic_name': '평행선 사이의 거리 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00044_36762.png'}
{'question_topic_name': '각 알아보기', 'question_grade': 'P3', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P3_1_02_00042_25103.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30233.png'}
{'question_topic_name': '정사각형의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_54339.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_30212.png'}
{'question_topic_name': '사각형의 나머지 한 각의 크기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37392.png'}
{'question_topic_name': '두 각도의 차 구하기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00042_28243.png'}
{'question_topic_name': '삼각자와 각도기를 이용한 수선 긋기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00043_51967.png'}
{'question_topic_name': '마름모의 성질 알아보기', 'question_grade': 'P4', 'question_term': 2, 'question_unit': '04', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_2_04_00042_55768.png'}
{'question_topic_name': '예각과 둔각 알아보기', 'question_grade': 'P4', 'question_term': 1, 'question_unit': '02', 'question_type1': '단답형', 'question_type2': 1, 'question_filename': 'P4_1_02_00043_37716.png'}
